lok,HAVOMR,Lokasjon,LOKREF,geometry
6249,62,49,62-49,"POLYGON ((-21 70, -21 70.09090909090909, -21 70.18181818181819, -21 70.27272727272727, -21 70.36363636363636, -21 70.45454545454545, -21 70.54545454545455, -21 70.63636363636364, -21 70.72727272727273, -21 70.81818181818181, -21 70.90909090909091, -21 71, -20.90476190476191 71, -20.80952380952381 71, -20.71428571428572 71, -20.61904761904762 71, -20.52380952380953 71, -20.42857142857143 71, -20.33333333333333 71, -20.23809523809524 71, -20.14285714285714 71, -20.04761904761905 71, -19.95238095238095 71, -19.85714285714286 71, -19.76190476190476 71, -19.66666666666667 71, -19.57142857142857 71, -19.47619047619047 71, -19.38095238095238 71, -19.28571428571428 71, -19.19047619047619 71, -19.09523809523809 71, -19 71, -19 70.90909090909091, -19 70.81818181818181, -19 70.72727272727273, -19 70.63636363636364, -19 70.54545454545455, -19 70.45454545454545, -19 70.36363636363636, -19 70.27272727272727, -19 70.18181818181819, -19 70.09090909090909, -19 70, -19.09523809523809 70, -19.19047619047619 70, -19.28571428571428 70, -19.38095238095238 70, -19.47619047619047 70, -19.57142857142857 70, -19.66666666666667 70, -19.76190476190476 70, -19.85714285714286 70, -19.95238095238095 70, -20.04761904761905 70, -20.14285714285714 70, -20.23809523809524 70, -20.33333333333333 70, -20.42857142857143 70, -20.52380952380953 70, -20.61904761904762 70, -20.71428571428572 70, -20.80952380952381 70, -20.90476190476191 70, -21 70))"
6250,62,50,62-50,"POLYGON ((-19 70, -19 70.08333333333333, -19 70.16666666666667, -19 70.25, -19 70.33333333333333, -19 70.41666666666667, -19 70.5, -18.90909090909091 70.5, -18.81818181818182 70.5, -18.72727272727273 70.5, -18.63636363636364 70.5, -18.54545454545455 70.5, -18.45454545454545 70.5, -18.36363636363636 70.5, -18.27272727272727 70.5, -18.18181818181818 70.5, -18.09090909090909 70.5, -18 70.5, -18 70.41666666666667, -18 70.33333333333333, -18 70.25, -18 70.16666666666667, -18 70.08333333333333, -18 70, -18.09090909090909 70, -18.18181818181818 70, -18.27272727272727 70, -18.36363636363636 70, -18.45454545454545 70, -18.54545454545455 70, -18.63636363636364 70, -18.72727272727273 70, -18.81818181818182 70, -18.90909090909091 70, -19 70))"
6251,62,51,62-51,"POLYGON ((-18 70, -18 70.08333333333333, -18 70.16666666666667, -18 70.25, -18 70.33333333333333, -18 70.41666666666667, -18 70.5, -17.90909090909091 70.5, -17.81818181818182 70.5, -17.72727272727273 70.5, -17.63636363636364 70.5, -17.54545454545455 70.5, -17.45454545454545 70.5, -17.36363636363636 70.5, -17.27272727272727 70.5, -17.18181818181818 70.5, -17.09090909090909 70.5, -17 70.5, -17 70.41666666666667, -17 70.33333333333333, -17 70.25, -17 70.16666666666667, -17 70.08333333333333, -17 70, -17.09090909090909 70, -17.18181818181818 70, -17.27272727272727 70, -17.36363636363636 70, -17.45454545454545 70, -17.54545454545455 70, -17.63636363636364 70, -17.72727272727273 70, -17.81818181818182 70, -17.90909090909091 70, -18 70))"
6252,62,52,62-52,"POLYGON ((-17 70, -17 70.08333333333333, -17 70.16666666666667, -17 70.25, -17 70.33333333333333, -17 70.41666666666667, -17 70.5, -16.90909090909091 70.5, -16.81818181818182 70.5, -16.72727272727273 70.5, -16.63636363636364 70.5, -16.54545454545455 70.5, -16.45454545454545 70.5, -16.36363636363636 70.5, -16.27272727272727 70.5, -16.18181818181818 70.5, -16.09090909090909 70.5, -16 70.5, -16 70.41666666666667, -16 70.33333333333333, -16 70.25, -16 70.16666666666667, -16 70.08333333333333, -16 70, -16.09090909090909 70, -16.18181818181818 70, -16.27272727272727 70, -16.36363636363636 70, -16.45454545454545 70, -16.54545454545455 70, -16.63636363636364 70, -16.72727272727273 70, -16.81818181818182 70, -16.90909090909091 70, -17 70))"
6253,62,53,62-53,"POLYGON ((-16 70, -16 70.08333333333333, -16 70.16666666666667, -16 70.25, -16 70.33333333333333, -16 70.41666666666667, -16 70.5, -15.90909090909091 70.5, -15.81818181818182 70.5, -15.72727272727273 70.5, -15.63636363636364 70.5, -15.54545454545454 70.5, -15.45454545454546 70.5, -15.36363636363636 70.5, -15.27272727272727 70.5, -15.18181818181818 70.5, -15.09090909090909 70.5, -15 70.5, -15 70.41666666666667, -15 70.33333333333333, -15 70.25, -15 70.16666666666667, -15 70.08333333333333, -15 70, -15.09090909090909 70, -15.18181818181818 70, -15.27272727272727 70, -15.36363636363636 70, -15.45454545454546 70, -15.54545454545454 70, -15.63636363636364 70, -15.72727272727273 70, -15.81818181818182 70, -15.90909090909091 70, -16 70))"
6254,62,54,62-54,"POLYGON ((-15 70, -15 70.08333333333333, -15 70.16666666666667, -15 70.25, -15 70.33333333333333, -15 70.41666666666667, -15 70.5, -14.90909090909091 70.5, -14.81818181818182 70.5, -14.72727272727273 70.5, -14.63636363636364 70.5, -14.54545454545454 70.5, -14.45454545454546 70.5, -14.36363636363636 70.5, -14.27272727272727 70.5, -14.18181818181818 70.5, -14.09090909090909 70.5, -14 70.5, -14 70.41666666666667, -14 70.33333333333333, -14 70.25, -14 70.16666666666667, -14 70.08333333333333, -14 70, -14.09090909090909 70, -14.18181818181818 70, -14.27272727272727 70, -14.36363636363636 70, -14.45454545454546 70, -14.54545454545454 70, -14.63636363636364 70, -14.72727272727273 70, -14.81818181818182 70, -14.90909090909091 70, -15 70))"
6255,62,55,62-55,"POLYGON ((-14 70, -14 70.08333333333333, -14 70.16666666666667, -14 70.25, -14 70.33333333333333, -14 70.41666666666667, -14 70.5, -13.90909090909091 70.5, -13.81818181818182 70.5, -13.72727272727273 70.5, -13.63636363636364 70.5, -13.54545454545454 70.5, -13.45454545454546 70.5, -13.36363636363636 70.5, -13.27272727272727 70.5, -13.18181818181818 70.5, -13.09090909090909 70.5, -13 70.5, -13 70.41666666666667, -13 70.33333333333333, -13 70.25, -13 70.16666666666667, -13 70.08333333333333, -13 70, -13.09090909090909 70, -13.18181818181818 70, -13.27272727272727 70, -13.36363636363636 70, -13.45454545454546 70, -13.54545454545454 70, -13.63636363636364 70, -13.72727272727273 70, -13.81818181818182 70, -13.90909090909091 70, -14 70))"
6256,62,56,62-56,"POLYGON ((-13 70, -13 70.08333333333333, -13 70.16666666666667, -13 70.25, -13 70.33333333333333, -13 70.41666666666667, -13 70.5, -12.90909090909091 70.5, -12.81818181818182 70.5, -12.72727272727273 70.5, -12.63636363636364 70.5, -12.54545454545454 70.5, -12.45454545454546 70.5, -12.36363636363636 70.5, -12.27272727272727 70.5, -12.18181818181818 70.5, -12.09090909090909 70.5, -12 70.5, -12 70.41666666666667, -12 70.33333333333333, -12 70.25, -12 70.16666666666667, -12 70.08333333333333, -12 70, -12.09090909090909 70, -12.18181818181818 70, -12.27272727272727 70, -12.36363636363636 70, -12.45454545454546 70, -12.54545454545454 70, -12.63636363636364 70, -12.72727272727273 70, -12.81818181818182 70, -12.90909090909091 70, -13 70))"
6257,62,57,62-57,"POLYGON ((-12 70, -12 70.08333333333333, -12 70.16666666666667, -12 70.25, -12 70.33333333333333, -12 70.41666666666667, -12 70.5, -11.90909090909091 70.5, -11.81818181818182 70.5, -11.72727272727273 70.5, -11.63636363636364 70.5, -11.54545454545454 70.5, -11.45454545454546 70.5, -11.36363636363636 70.5, -11.27272727272727 70.5, -11.18181818181818 70.5, -11.09090909090909 70.5, -11 70.5, -11 70.41666666666667, -11 70.33333333333333, -11 70.25, -11 70.16666666666667, -11 70.08333333333333, -11 70, -11.09090909090909 70, -11.18181818181818 70, -11.27272727272727 70, -11.36363636363636 70, -11.45454545454546 70, -11.54545454545454 70, -11.63636363636364 70, -11.72727272727273 70, -11.81818181818182 70, -11.90909090909091 70, -12 70))"
6258,62,58,62-58,"POLYGON ((-19 70.5, -19 70.58333333333333, -19 70.66666666666667, -19 70.75, -19 70.83333333333333, -19 70.91666666666667, -19 71, -18.90909090909091 71, -18.81818181818182 71, -18.72727272727273 71, -18.63636363636364 71, -18.54545454545455 71, -18.45454545454545 71, -18.36363636363636 71, -18.27272727272727 71, -18.18181818181818 71, -18.09090909090909 71, -18 71, -18 70.91666666666667, -18 70.83333333333333, -18 70.75, -18 70.66666666666667, -18 70.58333333333333, -18 70.5, -18.09090909090909 70.5, -18.18181818181818 70.5, -18.27272727272727 70.5, -18.36363636363636 70.5, -18.45454545454545 70.5, -18.54545454545455 70.5, -18.63636363636364 70.5, -18.72727272727273 70.5, -18.81818181818182 70.5, -18.90909090909091 70.5, -19 70.5))"
6259,62,59,62-59,"POLYGON ((-18 70.5, -18 70.58333333333333, -18 70.66666666666667, -18 70.75, -18 70.83333333333333, -18 70.91666666666667, -18 71, -17.90909090909091 71, -17.81818181818182 71, -17.72727272727273 71, -17.63636363636364 71, -17.54545454545455 71, -17.45454545454545 71, -17.36363636363636 71, -17.27272727272727 71, -17.18181818181818 71, -17.09090909090909 71, -17 71, -17 70.91666666666667, -17 70.83333333333333, -17 70.75, -17 70.66666666666667, -17 70.58333333333333, -17 70.5, -17.09090909090909 70.5, -17.18181818181818 70.5, -17.27272727272727 70.5, -17.36363636363636 70.5, -17.45454545454545 70.5, -17.54545454545455 70.5, -17.63636363636364 70.5, -17.72727272727273 70.5, -17.81818181818182 70.5, -17.90909090909091 70.5, -18 70.5))"
6260,62,60,62-60,"POLYGON ((-17 70.5, -17 70.58333333333333, -17 70.66666666666667, -17 70.75, -17 70.83333333333333, -17 70.91666666666667, -17 71, -16.90909090909091 71, -16.81818181818182 71, -16.72727272727273 71, -16.63636363636364 71, -16.54545454545455 71, -16.45454545454545 71, -16.36363636363636 71, -16.27272727272727 71, -16.18181818181818 71, -16.09090909090909 71, -16 71, -16 70.91666666666667, -16 70.83333333333333, -16 70.75, -16 70.66666666666667, -16 70.58333333333333, -16 70.5, -16.09090909090909 70.5, -16.18181818181818 70.5, -16.27272727272727 70.5, -16.36363636363636 70.5, -16.45454545454545 70.5, -16.54545454545455 70.5, -16.63636363636364 70.5, -16.72727272727273 70.5, -16.81818181818182 70.5, -16.90909090909091 70.5, -17 70.5))"
6261,62,61,62-61,"POLYGON ((-16 70.5, -16 70.58333333333333, -16 70.66666666666667, -16 70.75, -16 70.83333333333333, -16 70.91666666666667, -16 71, -15.90909090909091 71, -15.81818181818182 71, -15.72727272727273 71, -15.63636363636364 71, -15.54545454545454 71, -15.45454545454546 71, -15.36363636363636 71, -15.27272727272727 71, -15.18181818181818 71, -15.09090909090909 71, -15 71, -15 70.91666666666667, -15 70.83333333333333, -15 70.75, -15 70.66666666666667, -15 70.58333333333333, -15 70.5, -15.09090909090909 70.5, -15.18181818181818 70.5, -15.27272727272727 70.5, -15.36363636363636 70.5, -15.45454545454546 70.5, -15.54545454545454 70.5, -15.63636363636364 70.5, -15.72727272727273 70.5, -15.81818181818182 70.5, -15.90909090909091 70.5, -16 70.5))"
6262,62,62,62-62,"POLYGON ((-15 70.5, -15 70.58333333333333, -15 70.66666666666667, -15 70.75, -15 70.83333333333333, -15 70.91666666666667, -15 71, -14.90909090909091 71, -14.81818181818182 71, -14.72727272727273 71, -14.63636363636364 71, -14.54545454545454 71, -14.45454545454546 71, -14.36363636363636 71, -14.27272727272727 71, -14.18181818181818 71, -14.09090909090909 71, -14 71, -14 70.91666666666667, -14 70.83333333333333, -14 70.75, -14 70.66666666666667, -14 70.58333333333333, -14 70.5, -14.09090909090909 70.5, -14.18181818181818 70.5, -14.27272727272727 70.5, -14.36363636363636 70.5, -14.45454545454546 70.5, -14.54545454545454 70.5, -14.63636363636364 70.5, -14.72727272727273 70.5, -14.81818181818182 70.5, -14.90909090909091 70.5, -15 70.5))"
6263,62,63,62-63,"POLYGON ((-14 70.5, -14 70.58333333333333, -14 70.66666666666667, -14 70.75, -14 70.83333333333333, -14 70.91666666666667, -14 71, -13.90909090909091 71, -13.81818181818182 71, -13.72727272727273 71, -13.63636363636364 71, -13.54545454545454 71, -13.45454545454546 71, -13.36363636363636 71, -13.27272727272727 71, -13.18181818181818 71, -13.09090909090909 71, -13 71, -13 70.91666666666667, -13 70.83333333333333, -13 70.75, -13 70.66666666666667, -13 70.58333333333333, -13 70.5, -13.09090909090909 70.5, -13.18181818181818 70.5, -13.27272727272727 70.5, -13.36363636363636 70.5, -13.45454545454546 70.5, -13.54545454545454 70.5, -13.63636363636364 70.5, -13.72727272727273 70.5, -13.81818181818182 70.5, -13.90909090909091 70.5, -14 70.5))"
6264,62,64,62-64,"POLYGON ((-13 70.5, -13 70.58333333333333, -13 70.66666666666667, -13 70.75, -13 70.83333333333333, -13 70.91666666666667, -13 71, -12.90909090909091 71, -12.81818181818182 71, -12.72727272727273 71, -12.63636363636364 71, -12.54545454545454 71, -12.45454545454546 71, -12.36363636363636 71, -12.27272727272727 71, -12.18181818181818 71, -12.09090909090909 71, -12 71, -12 70.91666666666667, -12 70.83333333333333, -12 70.75, -12 70.66666666666667, -12 70.58333333333333, -12 70.5, -12.09090909090909 70.5, -12.18181818181818 70.5, -12.27272727272727 70.5, -12.36363636363636 70.5, -12.45454545454546 70.5, -12.54545454545454 70.5, -12.63636363636364 70.5, -12.72727272727273 70.5, -12.81818181818182 70.5, -12.90909090909091 70.5, -13 70.5))"
6265,62,65,62-65,"POLYGON ((-12 70.5, -12 70.58333333333333, -12 70.66666666666667, -12 70.75, -12 70.83333333333333, -12 70.91666666666667, -12 71, -11.90909090909091 71, -11.81818181818182 71, -11.72727272727273 71, -11.63636363636364 71, -11.54545454545454 71, -11.45454545454546 71, -11.36363636363636 71, -11.27272727272727 71, -11.18181818181818 71, -11.09090909090909 71, -11 71, -11 70.91666666666667, -11 70.83333333333333, -11 70.75, -11 70.66666666666667, -11 70.58333333333333, -11 70.5, -11.09090909090909 70.5, -11.18181818181818 70.5, -11.27272727272727 70.5, -11.36363636363636 70.5, -11.45454545454546 70.5, -11.54545454545454 70.5, -11.63636363636364 70.5, -11.72727272727273 70.5, -11.81818181818182 70.5, -11.90909090909091 70.5, -12 70.5))"
6266,62,66,62-66,"POLYGON ((-20 71, -20 71.09090909090909, -20 71.18181818181819, -20 71.27272727272727, -20 71.36363636363636, -20 71.45454545454545, -20 71.54545454545455, -20 71.63636363636364, -20 71.72727272727273, -20 71.81818181818181, -20 71.90909090909091, -20 72, -19.90476190476191 72, -19.80952380952381 72, -19.71428571428572 72, -19.61904761904762 72, -19.52380952380953 72, -19.42857142857143 72, -19.33333333333333 72, -19.23809523809524 72, -19.14285714285714 72, -19.04761904761905 72, -18.95238095238095 72, -18.85714285714286 72, -18.76190476190476 72, -18.66666666666667 72, -18.57142857142857 72, -18.47619047619047 72, -18.38095238095238 72, -18.28571428571428 72, -18.19047619047619 72, -18.09523809523809 72, -18 72, -18 71.90909090909091, -18 71.81818181818181, -18 71.72727272727273, -18 71.63636363636364, -18 71.54545454545455, -18 71.45454545454545, -18 71.36363636363636, -18 71.27272727272727, -18 71.18181818181819, -18 71.09090909090909, -18 71, -18.09523809523809 71, -18.19047619047619 71, -18.28571428571428 71, -18.38095238095238 71, -18.47619047619047 71, -18.57142857142857 71, -18.66666666666667 71, -18.76190476190476 71, -18.85714285714286 71, -18.95238095238095 71, -19.04761904761905 71, -19.14285714285714 71, -19.23809523809524 71, -19.33333333333333 71, -19.42857142857143 71, -19.52380952380953 71, -19.61904761904762 71, -19.71428571428572 71, -19.80952380952381 71, -19.90476190476191 71, -20 71))"
6267,62,67,62-67,"POLYGON ((-18 71, -18 71.08333333333333, -18 71.16666666666667, -18 71.25, -18 71.33333333333333, -18 71.41666666666667, -18 71.5, -17.90909090909091 71.5, -17.81818181818182 71.5, -17.72727272727273 71.5, -17.63636363636364 71.5, -17.54545454545455 71.5, -17.45454545454545 71.5, -17.36363636363636 71.5, -17.27272727272727 71.5, -17.18181818181818 71.5, -17.09090909090909 71.5, -17 71.5, -17 71.41666666666667, -17 71.33333333333333, -17 71.25, -17 71.16666666666667, -17 71.08333333333333, -17 71, -17.09090909090909 71, -17.18181818181818 71, -17.27272727272727 71, -17.36363636363636 71, -17.45454545454545 71, -17.54545454545455 71, -17.63636363636364 71, -17.72727272727273 71, -17.81818181818182 71, -17.90909090909091 71, -18 71))"
6268,62,68,62-68,"POLYGON ((-17 71, -17 71.08333333333333, -17 71.16666666666667, -17 71.25, -17 71.33333333333333, -17 71.41666666666667, -17 71.5, -16.90909090909091 71.5, -16.81818181818182 71.5, -16.72727272727273 71.5, -16.63636363636364 71.5, -16.54545454545455 71.5, -16.45454545454545 71.5, -16.36363636363636 71.5, -16.27272727272727 71.5, -16.18181818181818 71.5, -16.09090909090909 71.5, -16 71.5, -16 71.41666666666667, -16 71.33333333333333, -16 71.25, -16 71.16666666666667, -16 71.08333333333333, -16 71, -16.09090909090909 71, -16.18181818181818 71, -16.27272727272727 71, -16.36363636363636 71, -16.45454545454545 71, -16.54545454545455 71, -16.63636363636364 71, -16.72727272727273 71, -16.81818181818182 71, -16.90909090909091 71, -17 71))"
6269,62,69,62-69,"POLYGON ((-16 71, -16 71.08333333333333, -16 71.16666666666667, -16 71.25, -16 71.33333333333333, -16 71.41666666666667, -16 71.5, -15.90909090909091 71.5, -15.81818181818182 71.5, -15.72727272727273 71.5, -15.63636363636364 71.5, -15.54545454545454 71.5, -15.45454545454546 71.5, -15.36363636363636 71.5, -15.27272727272727 71.5, -15.18181818181818 71.5, -15.09090909090909 71.5, -15 71.5, -15 71.41666666666667, -15 71.33333333333333, -15 71.25, -15 71.16666666666667, -15 71.08333333333333, -15 71, -15.09090909090909 71, -15.18181818181818 71, -15.27272727272727 71, -15.36363636363636 71, -15.45454545454546 71, -15.54545454545454 71, -15.63636363636364 71, -15.72727272727273 71, -15.81818181818182 71, -15.90909090909091 71, -16 71))"
6270,62,70,62-70,"POLYGON ((-15 71, -15 71.08333333333333, -15 71.16666666666667, -15 71.25, -15 71.33333333333333, -15 71.41666666666667, -15 71.5, -14.90909090909091 71.5, -14.81818181818182 71.5, -14.72727272727273 71.5, -14.63636363636364 71.5, -14.54545454545454 71.5, -14.45454545454546 71.5, -14.36363636363636 71.5, -14.27272727272727 71.5, -14.18181818181818 71.5, -14.09090909090909 71.5, -14 71.5, -14 71.41666666666667, -14 71.33333333333333, -14 71.25, -14 71.16666666666667, -14 71.08333333333333, -14 71, -14.09090909090909 71, -14.18181818181818 71, -14.27272727272727 71, -14.36363636363636 71, -14.45454545454546 71, -14.54545454545454 71, -14.63636363636364 71, -14.72727272727273 71, -14.81818181818182 71, -14.90909090909091 71, -15 71))"
6271,62,71,62-71,"POLYGON ((-14 71, -14 71.08333333333333, -14 71.16666666666667, -14 71.25, -14 71.33333333333333, -14 71.41666666666667, -14 71.5, -13.90909090909091 71.5, -13.81818181818182 71.5, -13.72727272727273 71.5, -13.63636363636364 71.5, -13.54545454545454 71.5, -13.45454545454546 71.5, -13.36363636363636 71.5, -13.27272727272727 71.5, -13.18181818181818 71.5, -13.09090909090909 71.5, -13 71.5, -13 71.41666666666667, -13 71.33333333333333, -13 71.25, -13 71.16666666666667, -13 71.08333333333333, -13 71, -13.09090909090909 71, -13.18181818181818 71, -13.27272727272727 71, -13.36363636363636 71, -13.45454545454546 71, -13.54545454545454 71, -13.63636363636364 71, -13.72727272727273 71, -13.81818181818182 71, -13.90909090909091 71, -14 71))"
